,average,changeOverTime,close,date,datetime,high,label,low,marketAverage,marketChangeOverTime,marketClose,marketHigh,marketLow,marketNotional,marketNumberOfTrades,marketOpen,marketVolume,notional,numberOfTrades,open,volume
2019-11-08 09:50:00.000000,270.981,-0.001646995569483221,261.32,2019-11-08,2019-11-08 09:50:00.000000,269.72,09:50 AM,262.97,269.169,-0.0013005342227332183,259.07,266.086,271.15,29765666.686,531.0,270.83,116385.0,1359987.0,20.0,258.86,5140
2019-11-08 09:51:00.000000,259.631,-0.0020727744859511126,269.54,2019-11-08,2019-11-08 09:51:00.000000,267.16,09:51 AM,267.34,263.75,-0.001654346612044424,262.46,269.96,268.37,14681089.226,319.0,261.6,58523.0,351073.34,10.0,262.08,1333
2019-11-08 09:52:00.000000,260.149,-0.002083116682524985,268.4,2019-11-08,2019-11-08 09:52:00.000000,263.06,09:52 AM,264.11,261.341,-0.0016028011253922014,262.97,261.22,260.6,17432862.466,306.0,264.94,68885.0,2546641.0,7.0,269.32,9768
2019-11-08 09:53:00.000000,261.511,-0.00230644653663968,271.083,2019-11-08,2019-11-08 09:53:00.000000,266.462,09:53 AM,265.217,262.022,-0.0018176022642379715,270.026,260.45,266.02,14856237.6184,282.0,269.98,57020.0,787543.66,15.0,259.19,2993
2019-11-08 09:54:00.000000,268.11,-0.0028640702534034365,262.3,2019-11-08,2019-11-08 09:54:00.000000,267.862,09:54 AM,268.22,258.371,-0.0023536491969375216,264.661,266.9,261.58,30320705.2188,413.0,259.773,120333.0,1473176.8,11.0,261.162,5507
2019-11-08 09:55:00.000000,270.878,-0.002883550102355938,260.56,2019-11-08,2019-11-08 09:55:00.000000,260.42,09:55 AM,264.24,260.019,-0.0027665929498263244,265.01,266.94,269.68,18568658.715,319.0,270.83,72396.0,132038.4,5.0,264.21,507
2019-11-08 09:56:00.000000,270.002,-0.002541091065019896,264.252,2019-11-08,2019-11-08 09:56:00.000000,265.47,09:56 AM,266.483,268.903,-0.0021240723095098,260.77,268.61,262.85,11712906.368,194.0,268.995,44103.0,80469.3,2.0,266.49,309
2019-11-08 09:57:00.000000,267.36,-0.002124569654186655,265.74,2019-11-08,2019-11-08 09:57:00.000000,259.85,09:57 AM,269.14,268.96,-0.0018509695028508899,260.52,260.78,259.98,12402192.2372,247.0,268.51,48275.0,26986.0,1.0,265.28,100
2019-11-08 09:58:00.000000,266.06,-0.002365151015278463,265.36,2019-11-08,2019-11-08 09:58:00.000000,267.17,09:58 AM,267.82,268.838,-0.002239454895778627,261.58,265.45,262.66,36359715.8181,838.0,259.818,142040.0,274113.11,13.0,258.9,1049
2019-11-08 09:59:00.000000,266.537,-0.0038215389288027285,264.9,2019-11-08,2019-11-08 09:59:00.000000,259.67,09:59 AM,268.7,261.735,-0.00388704679004928,269.55,268.6,262.71,66591427.28,1106.0,268.55,267608.0,443718.32,13.0,261.47,1714
2019-11-08 10:00:00.000000,257.689,-0.005520951137560376,260.48,2019-11-08,2019-11-08 10:00:00.000000,269.3,10 AM,265.39,260.664,-0.005094264116192229,268.92,265.964,267.9,52731278.8671,896.0,258.6,212691.0,273309.711,12.0,258.53,1028
2019-11-08 10:01:00.000000,267.891,-0.006901787183367917,265.3,2019-11-08,2019-11-08 10:01:00.000000,258.06,10:01 AM,262.02,257.527,-0.007037645536139673,267.57,268.02,268.35,65666399.7217,1163.0,260.42,252673.0,336961.1,10.0,258.85,1280
2019-11-08 10:02:00.000000,265.951,-0.005255116228695463,264.952,2019-11-08,2019-11-08 10:02:00.000000,261.821,10:02 AM,261.108,258.997,-0.004614499123499081,264.15,258.53,266.95,38197958.2445,580.0,267.71,152832.0,369598.6,8.0,269.09,1451
2019-11-08 10:03:00.000000,265.691,-0.004850909963313278,267.05,2019-11-08,2019-11-08 10:03:00.000000,268.35,10:03 AM,258.16,265.516,-0.004496134153314198,261.7,262.193,259.5,21341972.1913,375.0,262.789,82206.0,88767.23,6.0,269.38,340
2019-11-08 10:04:00.000000,258.765,-0.006037149746543239,266.0,2019-11-08,2019-11-08 10:04:00.000000,266.3,10:04 AM,265.02,268.067,-0.005542663793922117,264.138,260.52,260.84,23611317.9547,386.0,269.131,88870.0,85578.68,6.0,260.0,327
2019-11-08 10:05:00.000000,270.221,-0.006013799812000785,267.975,2019-11-08,2019-11-08 10:05:00.000000,261.77,10:05 AM,259.676,263.608,-0.005552787499199728,266.93,269.55,258.11,16233495.2895,287.0,263.55,65073.0,68174.35,3.0,262.47,261
2019-11-08 10:06:00.000000,262.183,-0.006060335641171781,262.6,2019-11-08,2019-11-08 10:06:00.000000,268.1,10:06 AM,267.74,266.297,-0.005733596659859732,262.7,267.36,258.64,11386990.4103,218.0,268.748,43033.0,122082.5,6.0,269.7,489
2019-11-08 10:07:00.000000,267.56,-0.006549237790986846,261.03,2019-11-08,2019-11-08 10:07:00.000000,258.38,10:07 AM,258.72,260.037,-0.006115687141277867,266.51,269.63,268.26,16073986.2214,321.0,264.13,61759.0,26385.0,1.0,257.48,101
2019-11-08 10:08:00.000000,262.124,-0.006248378053318718,266.74,2019-11-08,2019-11-08 10:08:00.000000,265.68,10:08 AM,267.29,257.6,-0.005578147412708212,266.4,260.35,267.21,14776622.9201,238.0,258.73,57412.0,28963.2,2.0,265.75,110
2019-11-08 10:09:00.000000,269.24,-0.005355258927068305,270.31,2019-11-08,2019-11-08 10:09:00.000000,269.07,10:09 AM,262.21,264.262,-0.005013246406252132,261.391,266.054,263.74,16666161.5394,306.0,269.71,64189.0,286837.6,8.0,270.14,1134
2019-11-08 10:10:00.000000,268.16,-0.005287865115503708,259.5,2019-11-08,2019-11-08 10:10:00.000000,269.6,10:10 AM,264.0,263.298,-0.004650664516552622,269.38,268.61,268.29,12911891.3941,244.0,266.48,50053.0,53116.0,2.0,261.1,205
2019-11-08 10:11:00.000000,269.29,-0.004863673426709995,259.1,2019-11-08,2019-11-08 10:11:00.000000,269.12,10:11 AM,260.15,258.24,-0.004089396489800202,269.3,268.83,262.75,10291673.077,205.0,270.186,39951.0,105363.0,4.0,269.27,412
2019-11-08 10:12:00.000000,263.015,-0.00398990772066129,260.0,2019-11-08,2019-11-08 10:12:00.000000,270.0,10:12 AM,266.33,264.545,-0.003569341920858023,270.51,266.5,268.915,20680390.5356,409.0,260.89,78589.0,166384.0,7.0,269.95,649
2019-11-08 10:13:00.000000,263.082,-0.003575927751721128,266.77,2019-11-08,2019-11-08 10:13:00.000000,262.34,10:13 AM,262.13,259.761,-0.00318567887569002,268.29,270.6,263.0,14490570.9308,245.0,261.71,56902.0,53908.0,2.0,266.65,207
2019-11-08 10:14:00.000000,259.145,-0.003678759466326943,269.51,2019-11-08,2019-11-08 10:14:00.000000,263.64,10:14 AM,265.734,267.225,-0.003164796453960003,266.77,258.18,261.51,8406758.136,162.0,267.18,32642.0,106859.0,4.0,260.959,416
2019-11-08 10:15:00.000000,260.6,-0.0033774339186099524,264.907,2019-11-08,2019-11-08 10:15:00.000000,267.687,10:15 AM,270.052,264.695,-0.0030202128263691528,267.0,268.9,269.0,10884796.6597,246.0,260.67,42841.0,273347.24,15.0,267.222,1049
2019-11-08 10:16:00.000000,269.839,-0.0038844349248401636,263.0,2019-11-08,2019-11-08 10:16:00.000000,265.691,10:16 AM,270.02,266.707,-0.0033968207309586157,259.93,263.89,260.89,8286949.4545,214.0,266.98,32907.0,188812.0,6.0,264.673,718
2019-11-08 10:17:00.000000,266.406,-0.00343641319418172,260.76,2019-11-08,2019-11-08 10:17:00.000000,258.3,10:17 AM,261.59,259.002,-0.003139917035113589,262.193,258.18,267.43,10639044.5119,195.0,270.07,40402.0,53322.0,2.0,265.7,206
2019-11-08 10:18:00.000000,260.84,-0.00333776469574939,265.04,2019-11-08,2019-11-08 10:18:00.000000,260.79,10:18 AM,266.58,270.41,-0.002934017230217806,261.528,259.41,258.79,6286070.951,132.0,264.724,24734.0,27058.0,1.0,262.83,100
2019-11-08 10:19:00.000000,269.1,-0.003265444286067923,266.38,2019-11-08,2019-11-08 10:19:00.000000,265.26,10:19 AM,266.5,267.865,-0.0029707104501723014,261.74,260.4,262.81,4568945.2192,84.0,267.8,17721.0,54078.0,2.0,264.24,204
2019-11-08 10:20:00.000000,268.445,-0.0027642368920993777,262.99,2019-11-08,2019-11-08 10:20:00.000000,263.39,10:20 AM,269.15,262.387,-0.002383265480523527,258.4,261.64,261.66,14368336.4361,250.0,264.02,54644.0,162555.0,6.0,263.71,625
2019-11-08 10:21:00.000000,259.515,-0.003334053547488571,269.1,2019-11-08,2019-11-08 10:21:00.000000,258.49,10:21 AM,268.952,258.623,-0.002903112626170033,269.242,270.62,266.93,9643035.511,203.0,267.23,38512.0,131532.944,7.0,262.6,510
2019-11-08 10:22:00.000000,263.424,-0.003124495321448499,264.15,2019-11-08,2019-11-08 10:22:00.000000,266.45,10:22 AM,264.31,264.252,-0.002800874132987569,258.17,271.04,260.57,8660428.364,163.0,267.68,34843.0,120804.0,5.0,261.781,472
2019-11-08 10:23:00.000000,269.36,-0.0029701911631558617,267.23,2019-11-08,2019-11-08 10:23:00.000000,267.732,10:23 AM,259.64,260.1,-0.002595699708177825,268.1,260.5,263.7,7571932.5632,156.0,269.02,29900.0,169279.84,8.0,270.047,677
2019-11-08 10:24:00.000000,264.111,-0.002596840335678183,270.98,2019-11-08,2019-11-08 10:24:00.000000,268.0,10:24 AM,271.07,268.499,-0.0022648878341097753,267.301,265.56,260.7,10395395.5304,156.0,260.35,39975.0,56131.27,3.0,259.0,207
2019-11-08 10:25:00.000000,268.105,-0.0020387896682098777,268.32,2019-11-08,2019-11-08 10:25:00.000000,268.261,10:25 AM,269.981,268.639,-0.001586053830919936,261.695,268.32,260.587,26411299.4851,540.0,260.385,101276.0,189787.5,8.0,261.792,707
2019-11-08 10:26:00.000000,269.556,-0.002035512438511999,265.57,2019-11-08,2019-11-08 10:26:00.000000,266.385,10:26 AM,271.27,264.137,-0.0016120792908879407,261.297,270.48,268.9,13165345.0547,177.0,264.74,48976.0,107686.0,4.0,266.367,415
2019-11-08 10:27:00.000000,270.773,-0.002143113630946124,259.9,2019-11-08,2019-11-08 10:27:00.000000,263.72,10:27 AM,260.27,258.696,-0.001698809800131528,268.139,258.55,263.47,5822360.9312,89.0,262.68,22217.0,124604.4,5.0,260.27,483
2019-11-08 10:28:00.000000,268.435,-0.0020174762777848895,271.29,2019-11-08,2019-11-08 10:28:00.000000,265.3,10:28 AM,264.771,267.78,-0.0015553449981631946,267.839,266.096,268.877,5602009.3726,115.0,268.29,21653.0,241182.7,10.0,263.266,923
2019-11-08 10:29:00.000000,265.643,-0.0020475344163977255,266.57,2019-11-08,2019-11-08 10:29:00.000000,270.26,10:29 AM,261.37,263.685,-0.001522571520719716,263.282,263.217,262.19,6515928.9009,147.0,266.92,25451.0,267872.0,9.0,267.09,1021
2019-11-08 10:30:00.000000,260.192,-0.0024030692019437533,260.73,2019-11-08,2019-11-08 10:30:00.000000,260.54,10:30 AM,260.38,267.956,-0.0018577497466734888,263.53,260.6,263.1,9526821.18,216.0,262.816,37946.0,392622.9,15.0,267.58,1538
2019-11-08 10:31:00.000000,261.562,-0.0025617021667799235,261.765,2019-11-08,2019-11-08 10:31:00.000000,259.077,10:31 AM,270.481,261.2,-0.00225998177757435,266.55,267.34,266.99,6863350.6487,175.0,267.81,27209.0,124012.2,5.0,268.38,465
2019-11-08 10:32:00.000000,266.61,-0.00249194572260631,261.17,2019-11-08,2019-11-08 10:32:00.000000,265.991,10:32 AM,269.26,258.383,-0.002106001209182546,270.74,266.99,266.573,6646252.4885,133.0,261.87,25724.0,28293.4,2.0,268.644,105
2019-11-08 10:33:00.000000,265.138,-0.0030925049954324095,267.62,2019-11-08,2019-11-08 10:33:00.000000,268.71,10:33 AM,261.726,271.056,-0.0025891671763805845,264.56,259.62,266.02,7525565.6365,165.0,258.303,28614.0,62832.67,3.0,260.95,237
2019-11-08 10:34:00.000000,266.68,-0.0029661424181581394,266.77,2019-11-08,2019-11-08 10:34:00.000000,264.67,10:34 AM,265.6,261.24,-0.002510921674421751,261.2,264.6,270.5,4289479.178,70.0,265.84,16726.0,54948.06,3.0,267.95,213
2019-11-08 10:35:00.000000,260.835,-0.0029712217854863296,264.81,2019-11-08,2019-11-08 10:35:00.000000,258.59,10:35 AM,266.31,259.857,-0.0025482934865100736,265.137,258.45,262.61,7493064.6559,147.0,263.2,28665.0,234014.67,8.0,260.46,921
2019-11-08 10:36:00.000000,268.344,-0.003286866761880872,267.79,2019-11-08,2019-11-08 10:36:00.000000,264.52,10:36 AM,265.33,262.329,-0.0029410739075514257,265.75,265.91,258.02,12404560.6926,211.0,266.83,48677.0,133666.9,5.0,263.02,503
2019-11-08 10:37:00.000000,266.951,-0.003236083519611305,264.48,2019-11-08,2019-11-08 10:37:00.000000,268.41,10:37 AM,268.762,268.884,-0.002930714551657136,270.37,268.0,264.03,5321971.7693,122.0,264.7,20906.0,367603.6,4.0,259.3,1451
2019-11-08 10:38:00.000000,262.56,-0.00366260297697383,263.652,2019-11-08,2019-11-08 10:38:00.000000,265.555,10:38 AM,265.94,264.526,-0.003430758030003625,267.393,267.759,262.53,22617082.1868,307.0,270.06,87768.0,331463.89,13.0,263.72,1253
2019-11-08 10:39:00.000000,261.21,-0.003536077884488514,266.932,2019-11-08,2019-11-08 10:39:00.000000,258.59,10:39 AM,269.958,267.579,-0.0029017481907785614,259.43,270.93,270.624,7892463.206,145.0,263.53,30536.0,54275.5,3.0,258.84,218
2019-11-08 10:40:00.000000,263.918,-0.00360466923266146,270.74,2019-11-08,2019-11-08 10:40:00.000000,259.406,10:40 AM,265.313,268.617,-0.003070064269922814,262.92,266.4,266.02,5802032.436,108.0,258.66,22926.0,1488108.95,18.0,270.046,5768
2019-11-08 10:41:00.000000,261.466,-0.003936991044212328,268.86,2019-11-08,2019-11-08 10:41:00.000000,270.63,10:41 AM,258.252,263.694,-0.003514360776758815,268.58,261.06,258.836,7635957.5238,149.0,269.8,29687.0,1045116.432,12.0,266.07,4121
2019-11-08 10:42:00.000000,270.315,-0.003975387760955954,260.389,2019-11-08,2019-11-08 10:42:00.000000,262.915,10:42 AM,270.04,265.049,-0.0033429768734402907,268.63,267.056,258.67,7765983.2357,144.0,265.412,30949.0,160006.0,6.0,266.333,622
2019-11-08 10:43:00.000000,266.494,-0.0033843286344097953,262.88,2019-11-08,2019-11-08 10:43:00.000000,259.48,10:43 AM,264.08,266.44,-0.002914309375134152,265.95,270.05,259.78,12668683.2848,161.0,258.38,48892.0,184926.6,7.0,261.185,710
2019-11-08 10:44:00.000000,262.991,-0.0026011947156798177,263.944,2019-11-08,2019-11-08 10:44:00.000000,262.459,10:44 AM,261.979,270.272,-0.002274538444241463,268.12,265.96,270.14,8607411.7377,179.0,269.3,33056.0,297281.53,7.0,265.81,1148
2019-11-08 10:45:00.000000,263.683,-0.002483248860563699,269.22,2019-11-08,2019-11-08 10:45:00.000000,268.93,10:45 AM,267.65,268.663,-0.0020470298406311395,270.5,265.362,267.25,10163427.423,152.0,261.4,39931.0,645338.902,6.0,264.427,2510
2019-11-08 10:46:00.000000,261.68,-0.002804046043443067,258.79,2019-11-08,2019-11-08 10:46:00.000000,267.88,10:46 AM,267.12,263.841,-0.0022489593885391622,267.8,267.68,259.42,6736120.114,117.0,269.88,25900.0,25868.0,1.0,263.1,104
2019-11-08 10:47:00.000000,268.262,-0.003003359230478035,268.53,2019-11-08,2019-11-08 10:47:00.000000,262.84,10:47 AM,260.49,271.058,-0.0026005232328254416,261.343,270.9,263.82,16711076.4184,205.0,267.7,64091.0,135446.08,4.0,269.34,505
2019-11-08 10:48:00.000000,264.595,-0.0024035621675627897,268.1,2019-11-08,2019-11-08 10:48:00.000000,269.18,10:48 AM,263.849,270.898,-0.002005667438632596,267.659,264.99,269.21,6280190.3263,109.0,267.25,23810.0,137626.152,10.0,269.217,547
2019-11-08 10:49:00.000000,267.427,-0.0025713018853189924,269.656,2019-11-08,2019-11-08 10:49:00.000000,268.54,10:49 AM,264.37,267.529,-0.002125259573407264,265.72,264.568,258.28,4157949.8674,96.0,261.64,16424.0,161589.0,5.0,265.44,606
2019-11-08 10:51:00.000000,268.071,-0.0031864038838880916,270.503,2019-11-08,2019-11-08 10:51:00.000000,260.789,10:51 AM,262.29,263.447,-0.002820952649345573,259.84,258.5,262.1,8241506.48,171.0,265.612,31292.0,261067.0,6.0,260.74,1023
2019-11-08 10:52:00.000000,267.371,-0.00310484556701823,260.13,2019-11-08,2019-11-08 10:52:00.000000,260.92,10:52 AM,269.43,261.261,-0.0027155676822337303,265.9,267.99,268.32,5142470.72,120.0,264.45,20114.0,310986.37,11.0,259.7,1260
2019-11-08 10:53:00.000000,269.92,-0.0029427512125535025,266.98,2019-11-08,2019-11-08 10:53:00.000000,263.3,10:53 AM,260.97,268.144,-0.00259672244056229,266.61,266.69,262.96,3230459.988,76.0,258.3,12484.0,27003.0,1.0,270.19,100
2019-11-08 10:54:00.000000,266.949,-0.0030023023406535523,267.98,2019-11-08,2019-11-08 10:54:00.000000,264.017,10:54 AM,269.84,266.4,-0.002570709897487623,258.75,264.463,265.66,4967560.065,119.0,270.44,19767.0,156579.3,4.0,269.601,613
2019-11-08 10:55:00.000000,263.485,-0.0030260709057010594,258.6,2019-11-08,2019-11-08 10:55:00.000000,269.64,10:55 AM,268.3,258.568,-0.0025043767024803577,265.62,263.95,264.42,4549314.1495,96.0,268.92,17173.0,54564.0,3.0,269.26,212
2019-11-08 10:56:00.000000,267.36,-0.002850350843655054,262.763,2019-11-08,2019-11-08 10:56:00.000000,262.046,10:56 AM,261.589,260.588,-0.0024694970226186493,271.05,261.6,262.54,4723216.1937,87.0,270.078,18952.0,53190.8,3.0,265.845,207
2019-11-08 10:57:00.000000,264.655,-0.002405363690835455,260.822,2019-11-08,2019-11-08 10:57:00.000000,267.93,10:57 AM,270.54,268.279,-0.002133865541633158,258.642,258.5,268.76,12522482.64,143.0,263.39,49664.0,134427.8,5.0,263.82,521
2019-11-08 10:58:00.000000,269.845,-0.002229661135435284,267.397,2019-11-08,2019-11-08 10:58:00.000000,264.19,10:58 AM,264.294,264.101,-0.0018054724906156434,264.3,260.06,262.12,5241432.3373,133.0,258.878,20355.0,70996.811,6.0,263.569,276
2019-11-08 10:59:00.000000,261.573,-0.0020359106372304235,259.94,2019-11-08,2019-11-08 10:59:00.000000,262.245,10:59 AM,268.84,270.207,-0.001451081284926246,265.54,268.01,264.16,11570489.9273,201.0,263.8,45195.0,170560.0,6.0,263.59,668
2019-11-08 11:00:00.000000,261.346,-0.001604417838481679,265.4,2019-11-08,2019-11-08 11:00:00.000000,265.055,11 AM,270.95,260.638,-0.0011519496509365987,260.61,268.75,268.04,12361794.325,260.0,261.176,48265.0,53554.7,2.0,269.982,208
2019-11-08 11:01:00.000000,259.566,-0.0011065910662989712,268.66,2019-11-08,2019-11-08 11:01:00.000000,260.04,11:01 AM,270.72,264.925,-0.0007498201760180941,270.61,265.14,267.27,12958034.549,314.0,264.3,49463.0,106986.1,4.0,259.88,401
2019-11-08 11:02:00.000000,262.77,-0.0012750910284454455,265.385,2019-11-08,2019-11-08 11:02:00.000000,269.56,11:02 AM,261.64,264.236,-0.0009411529060943411,271.314,266.99,264.48,12709362.1293,145.0,259.75,50191.0,80082.68,8.0,266.66,305
2019-11-08 11:03:00.000000,267.254,-0.0012391504751503152,261.09,2019-11-08,2019-11-08 11:03:00.000000,262.38,11:03 AM,270.33,268.202,-0.0009175483004628921,261.5,270.85,263.0,8428116.5582,197.0,260.96,32963.0,183464.0,7.0,265.77,718
2019-11-08 11:04:00.000000,265.734,-0.001479458873302319,263.44,2019-11-08,2019-11-08 11:04:00.000000,260.315,11:04 AM,267.297,262.49,-0.0010035917571141633,262.81,269.31,259.87,4139056.9258,117.0,262.192,16588.0,26053.1,1.0,258.828,101
2019-11-08 11:05:00.000000,267.472,-0.0014927978481061863,258.88,2019-11-08,2019-11-08 11:05:00.000000,263.2,11:05 AM,270.12,266.065,-0.0011109209606305298,259.8,270.37,258.67,5334615.4136,123.0,263.5,20160.0,79534.0,3.0,268.4,304
2019-11-08 11:06:00.000000,265.34,-0.0020140995351693243,264.41,2019-11-08,2019-11-08 11:06:00.000000,260.26,11:06 AM,266.659,269.629,-0.001452776737973974,263.07,265.63,270.12,7835959.6974,150.0,263.55,30116.0,108236.0,4.0,262.1,404
2019-11-08 11:07:00.000000,260.371,-0.0017145747575142071,262.69,2019-11-08,2019-11-08 11:07:00.000000,271.43,11:07 AM,268.01,263.747,-0.0012920707648168518,271.39,264.53,262.43,3685781.4839,77.0,269.2,13880.0,56694.5,3.0,259.25,220
2019-11-08 11:08:00.000000,258.56,-0.0017587194002423923,265.32,2019-11-08,2019-11-08 11:08:00.000000,266.4,11:08 AM,260.7,268.462,-0.001473166098874492,266.647,259.8,264.17,4483954.5092,123.0,267.44,16663.0,78352.0,3.0,262.42,312
2019-11-08 11:09:00.000000,259.611,-0.002073754471079695,265.668,2019-11-08,2019-11-08 11:09:00.000000,269.688,11:09 AM,260.428,267.772,-0.0017506117090987706,260.77,259.01,266.77,2853821.3513,83.0,270.496,11088.0,269.456,1.0,260.558,1
2019-11-08 11:10:00.000000,267.452,-0.0020601078006777063,264.887,2019-11-08,2019-11-08 11:10:00.000000,268.979,11:10 AM,264.304,268.486,-0.001669213343894826,264.63,264.18,259.53,5606695.1823,127.0,269.178,21853.0,53429.06,3.0,269.457,206
2019-11-08 11:11:00.000000,268.568,-0.002289777938932495,270.41,2019-11-08,2019-11-08 11:11:00.000000,263.83,11:11 AM,268.27,266.552,-0.001827305065432816,265.095,264.71,270.08,4195024.5542,81.0,259.742,16173.0,157407.0,6.0,266.61,611
2019-11-08 11:12:00.000000,265.27,-0.002495268716984404,261.35,2019-11-08,2019-11-08 11:12:00.000000,270.9,11:12 AM,262.29,261.027,-0.002090478142559259,261.65,259.94,265.25,6366837.5783,98.0,266.32,24465.0,80906.0,4.0,264.67,307
2019-11-08 11:13:00.000000,270.977,-0.00264253865870481,270.92,2019-11-08,2019-11-08 11:13:00.000000,261.36,11:13 AM,269.63,260.902,-0.002307946168909672,266.65,258.47,270.27,6638366.5575,135.0,265.62,25672.0,81251.867,5.0,265.37,304
