,avgTotalVolume,calculationPrice,change,changePercent,close,closeTime,companyName,delayedPrice,delayedPriceTime,extendedChange,extendedChangePercent,extendedPrice,extendedPriceTime,high,iexAskPrice,iexAskSize,iexBidPrice,iexBidSize,iexLastUpdated,iexMarketPercent,iexRealtimePrice,iexRealtimeSize,iexVolume,latestPrice,latestSource,latestTime,latestUpdate,latestVolume,low,marketCap,open,openTime,peRatio,previousClose,symbol,week52High,week52Low,ytdChange
39,84881.0,previousclose,0.0,0.0,,,"Graphene 3D Lab, Inc.",,,,,,,,,,,,,,,,,0.07,Previous close,"July 2, 2019",1609984720484.0,0,,0.0,,,,0.07,GGG-CV,0.14,0.05,0.171056
40,6869.0,previousclose,0.0,0.0,,,"Vydrotech, Inc.",,,,,,,,,,,,,,,,,0.0016,Previous close,"July 2, 2019",1633651669475.0,0,,94396.0,,,-7.6,0.0015,VYDR,0.0046,0.0011,0.0
41,156.0,previousclose,0.0,0.0,,,Bridgestone Corp.,,,,,,,,,,,,,,,,,40.19,Previous close,"July 2, 2019",1563487233138.0,0,,29385253834.0,,,11.59,38.92,BRDCF,40.14,36.9,0.029073
42,,previousclose,,,,,"Giant Manufacturing Co., Ltd.",,,,,,,,,,,,,,,,,,N/A,N/A,,0,,,,,,,GTMUF,0.0,0.0,0.0
43,328.0,previousclose,0.0,0.0,,,Breville Group Ltd.,,,,,,,,,,,,,,,,,12.0,Previous close,"July 2, 2019",1608884789694.0,0,,1548509955.0,,,31.93,11.9,BVILF,12.3,8.65,0.42165
44,5008.0,close,0.05,0.00195,26.0,1567394899869.0,OK Play India Ltd.,,,,,,,,,,,,,,,,,27.0,Close,"July 3, 2019",1629195730928.0,0,,0.0,,,,26.77,526415-IB,103.9,25.6,-0.57752
45,247689.0,close,0.08,0.0059,14.35,1630978502175.0,"REV Group, Inc.",14.49,1630149614302.0,0.0,0.0,14.59,1622958220175.0,14.72,0.0,0.0,0.0,0.0,1602799547291.0,0.045083364668037584,14.754,103.0,3386.0,14.38,Close,"July 3, 2019",1610911405670.0,75281,14.31,899554567.0,14.53,1592856508498.0,-70.55,14.67,REVG,18.4,6.67,0.85371
46,2191.0,previousclose,0.0,0.0,,,Daimler AG,,,,,,,,,,,,,,,,,1080.0,Previous close,"July 2, 2019",1577857742202.0,0,,0.0,,,,1092.0,DAIN-MM,1333.41,1017.85,0.003687
47,0.0,previousclose,,,,,"Wavex International, Inc.",,,,,,,,,,,,,,,,,,N/A,N/A,,0,,,,,,,WVXI,0.0,0.0,0.0
48,0.0,close,0.0,0.0,3.7,1565608742362.0,LML Ltd.,,,,,,,,,,,,,,,,,3.84,Close,"July 3, 2019",1611406511873.0,0,,0.0,,,,3.69,500255-IB,0.0,0.0,0.0
49,,previousclose,,,,,"Harley-Davidson, Inc.",,,,,,,,,,,,,,,,,,N/A,N/A,,0,,,,,,,HOG-MM,0.0,0.0,0.0
50,5894.0,previousclose,0.0,0.0,,,"Findev, Inc.",,,,,,,,,,,,,,,,,0.49,Previous close,"July 2, 2019",1612850024558.0,0,,0.0,,,,0.49,FDI-CV,0.64,0.43,-0.020921
51,43.0,previousclose,0.0,0.0,,,JVC Kenwood Corp.,,,,,,,,,,,,,,,,,9.36,Previous close,"July 2, 2019",1573018863080.0,0,,,,,10.69,9.35,JVCZY,11.54,8.26,-0.061674
52,0.0,previousclose,0.0,0.0,,,K&R Rail Engineering Ltd.,,,,,,,,,,,,,,,,,38.0,Previous close,"May 2, 2019",1614123444440.0,0,,0.0,,,,37.0,514360-IB,0.0,0.0,0.0
53,24687.0,close,0.08,2e-05,3399.52,1565336236611.0,"NVR, Inc.",3547.61,1570207412997.0,0.0,0.0,3454.91,1579183909684.0,3445.66,0.0,0.0,0.0,0.0,1589536849668.0,0.039993683092452915,3457.0,10.0,358.0,3558.16,Close,"July 3, 2019",1604801240511.0,9656,3477.0,12326892703.0,3473.0,1572033321411.0,15.59,3481.14,NVR,3557.0,2101.71,0.416535
54,3539.0,close,1.19,0.0251,50.0,1565931000927.0,Ganesh Housing Corp. Ltd.,,,,,,,,,,,,,,,,,49.8,Close,"July 3, 2019",1562509234231.0,0,,0.0,,,,48.28,526367-IB,114.4,44.1,-0.295469
55,0.0,previousclose,0.0,0.0,,,AvtoVAZ PJSC,,,,,,,,,,,,,,,,,1.73,Previous close,"August 28, 2015",1444158762000.0,0,,3834409734.0,,,37.01,1.74,AZKG10,0.0,0.0,0.0
56,122.0,previousclose,0.0,0.0,,,"Funai Electric Co., Ltd.",,,,,,,,,,,,,,,,,6.0,Previous close,"July 2, 2019",1570996334371.0,0,,211216482.0,,,8.88,6.0,FUAIF,6.0,6.0,0.0
57,57.0,previousclose,0.0,0.0,,,Bang & Olufsen A/S,,,,,,,,,,,,,,,,,7.0,Previous close,"July 2, 2019",1638729111594.0,0,,285896680.0,,,14.17,6.9,BGOUF,26.24,6.9,-0.696742
58,1114.0,close,0.0,0.0,23.2,1611830987219.0,Sharp India Ltd.,,,,,,,,,,,,,,,,,22.5,Close,"July 3, 2019",1612252420622.0,0,,0.0,,,,22.7,523449-IB,67.0,17.6,-0.52761
59,55.0,previousclose,0.0,0.0,,,"Fuel Doctor Holdings, Inc.",,,,,,,,,,,,,,,,,0.02,Previous close,"July 2, 2019",1580896481767.0,0,,273577.0,,,-0.11,0.02,FDOC,0.026,0.0037,4.56821
60,2776131.0,close,-3.0,-0.0058,526.0,1616231113641.0,"ORIENTBIO, Inc.",,,,,,,,,,,,,,,,,531.0,Close,"July 3, 2019",1562389881883.0,0,,0.0,,,,528.0,002630-KP,1406.25,477.0,-0.085042
61,138109.0,previousclose,0.0,0.0,,,Nexus Infrastructure Plc,,,,,,,,,,,,,,,,,1.42,Previous close,"July 2, 2019",1625064067826.0,0,,0.0,,,,1.41,NEXS-LN,2.2,1.2,-0.305064
62,11179076.0,close,94.0,0.04276,2227.0,1564940444975.0,"Shinil Industrial Co., Ltd.",,,,,,,,,,,,,,,,,2312.0,Close,"July 3, 2019",1615971164033.0,0,,0.0,,,,2137.0,002700-KP,2873.0,1137.0,0.764658
63,9696.0,close,-35.3,-0.01175,3046.37,1623493234835.0,Hawkins Cookers Ltd.,,,,,,,,,,,,,,,,,3020.61,Close,"July 3, 2019",1569581849877.0,0,,0.0,,,,3059.08,508486-IB,3611.0,2659.62,0.019546
64,8437.0,previousclose,0.0,0.0,,,HomeFed Corp.,,,,,,,,,,,,,,,,,39.69,Previous close,"July 2, 2019",1589656304222.0,0,,612768241.0,,,-49.5,39.36,HOFD,57.0,33.87,0.03901
65,1.0,previousclose,0.0,0.0,,,AUDI AG,,,,,,,,,,,,,,,,,942.74,Previous close,"July 2, 2019",1575595473239.0,0,,41100233276.0,,,10.01,929.28,AUDVF,976.0,812.0,0.033978
66,,previousclose,,,,,Bovis Homes Group Plc,,,,,,,,,,,,,,,,,,N/A,N/A,,0,,,,,,,BVHMY,0.0,0.0,0.0
67,4398.0,previousclose,0.0,0.0,,,"Red Mile Entertainment, Inc.",,,,,,,,,,,,,,,,,0.004,Previous close,"July 2, 2019",1571464080627.0,0,,66351.0,,,-0.01,0.004,RDML,0.01,0.0015,1.693512
68,36.0,previousclose,0.0,0.0,,,"Capcom Co., Ltd.",,,,,,,,,,,,,,,,,22.4,Previous close,"July 2, 2019",1606377296929.0,0,,2352791591.0,,,21.61,22.6,CCOEF,26.5,18.8,0.197618
69,2238.0,previousclose,0.0,0.0,3.3,1589080820393.0,"Hovnanian Enterprises, Inc.",,,-0.12,-0.04149,2.99,1631422063638.0,,0.0,0.0,0.0,0.0,1596391982538.0,0.5,2.99,1.0,1.0,3.06,Previous close,"July 2, 2019",1635860508077.0,2,,17892465.0,3.31,1579681650933.0,,3.1,HOVNP,6.57,1.67,0.283198
70,,previousclose,,,,,Mahindra & Mahindra Ltd.,,,,,,,,,,,,,,,,,,N/A,N/A,,0,,,,,,,MAHDY,0.0,0.0,0.0
71,4.0,close,0.0,0.0,17.6,1580515956486.0,Rainbow Foundations Ltd.,,,,,,,,,,,,,,,,,17.9,Close,"July 3, 2019",1591913008727.0,0,,0.0,,,,17.7,531694-IB,18.7,7.66,0.680901
72,0.0,close,0.0,0.0,8.3,1591522010877.0,Orosil Smiths India Ltd.,,,,,,,,,,,,,,,,,8.3,Close,"July 3, 2019",1566365566627.0,0,,0.0,,,,8.3,531626-IB,9.15,5.35,0.038989
73,69.0,previousclose,0.0,0.0,,,The Swatch Group AG,,,,,,,,,,,,,,,,,52.0,Previous close,"July 2, 2019",1563584944133.0,0,,2761602259.0,,,,53.0,SWGNF,85.77,52.0,-0.070489
74,356988.0,close,-0.02,-0.00205,10.26,1565687241500.0,Briggs & Stratton Corp.,10.48,1634716250101.0,0.0,0.0,10.43,1625202109477.0,10.6,0.0,0.0,0.0,0.0,1599409298377.0,0.028682079990720748,10.11,98.0,8467.0,10.42,Close,"July 3, 2019",1576970749432.0,310673,10.23,424627078.0,10.13,1591658985319.0,-8.95,10.29,BGG,21.4,9.4,-0.258818
75,7.0,previousclose,0.0,0.0,,,SEB SA,,,,,,,,,,,,,,,,,189.76,Previous close,"July 2, 2019",1606820111956.0,0,,9140303125.0,,,18.97,187.8,SEBYF,189.0,141.5,0.360145
76,8.0,previousclose,0.0,0.0,,,Accell Group NV,,,,,,,,,,,,,,,,,27.49,Previous close,"July 2, 2019",1628590083034.0,0,,725793762.0,,,28.06,26.65,ACGPF,29.75,17.8,0.253909
77,2410.0,previousclose,0.0,0.0,,,Stratus Capital Corp.,,,,,,,,,,,,,,,,,0.02,Previous close,"July 2, 2019",1606339648839.0,0,,0.0,,,,0.02,SRUS,0.0999,0.0053,-0.444546
78,53.0,previousclose,0.0,0.0,,,Taylor Wimpey Plc,,,,,,,,,,,,,,,,,19.56,Previous close,"July 2, 2019",1599236327504.0,0,,,,,7.33,20.07,TWODY,25.0,16.22,0.19617
79,593.0,previousclose,0.0,0.0,,,"Dyna Group International, Inc.",,,,,,,,,,,,,,,,,0.3,Previous close,"July 2, 2019",1629391366904.0,0,,0.0,,,2.36,0.3,DGIX,0.36,0.1416,0.315512
80,656539.0,previousclose,0.0,0.0,,,McCarthy & Stone Plc,,,,,,,,,,,,,,,,,1.43,Previous close,"July 2, 2019",1566948083765.0,0,,0.0,,,,1.43,MCS-LN,1.51,0.978,0.008071
81,1918071.0,close,0.4,0.02323,18.13,1616755392670.0,Callaway Golf Co.,18.19,1575332924546.0,0.09,0.0051,18.69,1602211218298.0,18.59,0.0,0.0,0.0,0.0,1578794786559.0,0.07112106906123197,17.85,63.0,36886.0,18.02,Close,"July 3, 2019",1585522980658.0,522405,17.47,1676239624.0,17.5,1601932803136.0,18.63,17.66,ELY,25.19,15.14,0.145419
82,20602.0,previousclose,0.0,0.0,,,"Tesla, Inc.",,,,,,,,,,,,,,,,,197.6,Previous close,"July 2, 2019",1601303855296.0,0,,0.0,,,,203.3,TL0-GY,344.55,166.2,-0.277562
83,,previousclose,,,,,Victoria Plc,,,,,,,,,,,,,,,,,,N/A,N/A,,0,,,,,,,VCCTF,0.0,0.0,0.0
84,83.0,previousclose,0.0,0.0,,,China Enterprises Ltd.,,,,,,,,,,,,,,,,,0.05,Previous close,"July 2, 2019",1598921535751.0,0,,469867.0,,,,0.05,CSHEF,0.118,0.05,-0.173966
85,0.0,previousclose,0.0,0.0,,,Bellway Plc,,,,,,,,,,,,,,,,,31.9,Previous close,"April 18, 2019",1576687054674.0,0,,3762394314.0,,,5.39,31.5,BLWYF,39.45,31.7,0.0
86,17292.0,previousclose,0.0,0.0,,,"Freeze Tag, Inc.",,,,,,,,,,,,,,,,,0.0154,Previous close,"July 2, 2019",1599460212500.0,0,,1187241.0,,,30.2,0.0153,FRZT,0.2,0.008,-0.579341
87,1301.0,close,0.0,0.0,18.7,1636238288148.0,Hanan Mor Group-Holdings Ltd.,,,,,,,,,,,,,,,,,18.7,Close,"July 3, 2019",1564192490101.0,0,,0.0,,,,18.6,HNMR-IT,19.48,15.3,0.055795
88,,previousclose,0.0,0.0,,,Etalon Group Plc,,,,,,,,,,,,,,,,,3.8,Previous close,"September 8, 2017",1570610962553.0,0,,0.0,,,,3.7,62UM-LN,0.0,0.0,0.0
89,354.0,previousclose,0.0,0.0,,,E-QURE Corp.,,,,,,,,,,,,,,,,,0.092,Previous close,"July 2, 2019",1571381115885.0,0,,3175629.0,,,-1.18,0.09,EQUR,0.17,0.062,0.371574
90,215.0,close,0.0,0.0,48.9,1602826590068.0,Modi Rubber Ltd.,,,,,,,,,,,,,,,,,48.7,Close,"July 3, 2019",1622707503816.0,0,,0.0,,,,48.8,500890-IB,72.9,39.2,-0.112885
91,,previousclose,,,,,Société BIC SA,,,,,,,,,,,,,,,,,,N/A,N/A,,0,,,,,,,BBNV-FP,0.0,0.0,0.0
92,13502.0,previousclose,0.0,0.0,,,"Ultimate Sports, Inc.",,,,,,,,,,,,,,,,,0.02,Previous close,"July 2, 2019",1586559451633.0,0,,384547.0,,,,0.02,USPS,0.1,0.0019,-0.5
93,6692.0,previousclose,0.0,0.0,,,Yoma Strategic Holdings Ltd.,,,,,,,,,,,,,,,,,0.2626,Previous close,"July 2, 2019",1615587646880.0,0,,507721240.0,,,22.19,0.2604,YMAIF,0.2836,0.19,0.124263
94,300.0,previousclose,0.0,0.0,,,"CSA Holdings, Inc.",,,,,,,,,,,,,,,,,0.0001,Previous close,"July 2, 2019",1564234088228.0,0,,18343.0,,,,0.0001,CSAXQ,0.0028,0.0001,0.0
95,680751.0,close,-1135.0,-0.01422,76666.0,1635966090622.0,"LG Electronics, Inc.",,,,,,,,,,,,,,,,,79318.0,Close,"July 3, 2019",1595563914221.0,0,,0.0,,,,81067.0,066570-KP,85623.0,59469.0,0.20972
96,5760314.0,previousclose,0.0,0.0,,,"Greenfield Farms Food, Inc.",,,,,,,,,,,,,,,,,0.0002,Previous close,"July 2, 2019",1607157809124.0,0,,695435.0,,,-0.23,0.0002,GRAS,0.0002,0.0001,1.0
97,64.0,previousclose,0.0,0.0,,,"Cabo Verde Capital, Inc.",,,,,,,,,,,,,,,,,0.0012,Previous close,"July 2, 2019",1571835247464.0,0,,364061.0,,,-0.89,0.0013,CAPV,0.005,0.0011,-0.26
98,0.0,previousclose,0.0,0.0,,,Honma Golf Ltd.,,,,,,,,,,,,,,,,,1.11,Previous close,"May 17, 2019",1573875873443.0,0,,663842771.0,,,18.18,1.09,HNMGF,1.25,0.95,0.175046
99,302.0,previousclose,0.0,0.0,,,Affluent Partners Holdings Ltd.,,,,,,,,,,,,,,,,,0.13,Previous close,"July 2, 2019",1604735099196.0,0,,248198811.0,,,-38.15,0.13,MNNGF,0.2,0.1,0.0
100,,previousclose,,,,,Tata Motors Ltd.,,,,,,,,,,,,,,,,,,N/A,N/A,,0,,,,,,,TTMN-MM,0.0,0.0,0.0
101,106936.0,previousclose,0.0,0.0,,,Porsche Automobil Holding SE,,,0.12,0.0186,6.89,1563708982752.0,,,,,,,,,,,6.65,Previous close,"July 2, 2019",1596831462608.0,0,,,,,5.07,6.76,POAHY,7.31,5.8,0.133826
102,72190.0,previousclose,0.0,0.0,,,Corpovael SA de CV,,,,,,,,,,,,,,,,,14.2,Previous close,"July 2, 2019",1563658204236.0,0,,0.0,,,,14.33,CADUA-MM,16.2,12.5,-0.067
103,27413.0,previousclose,0.0,0.0,,,Isuzu Motors Ltd.,,,,,,,,,,,,,,,,,11.54,Previous close,"July 2, 2019",1607361623442.0,0,,,,,8.5,11.47,ISUZY,16.76,11.05,-0.182184
104,,previousclose,,,,,DeTai New Energy Group Ltd.,,,,,,,,,,,,,,,,,,N/A,N/A,,0,,,,,,,DTNEF,0.0,0.0,0.0
105,1140.0,close,0.0,0.0,64.0,1583812909999.0,Kulkarni Power Tools Ltd.,,,,,,,,,,,,,,,,,65.0,Close,"July 3, 2019",1572551564861.0,0,,0.0,,,,67.0,505299-IB,90.8,52.3,-0.049074
106,498063.0,previousclose,0.0,0.0,,,Cairn Homes Plc,,,,,,,,,,,,,,,,,1.23,Previous close,"July 2, 2019",1573599950874.0,0,,0.0,,,,1.22,CRN-LN,1.82,1.0,0.09467
107,1393.0,previousclose,0.0,0.0,,,Einhell Germany AG,,,,,,,,,,,,,,,,,71.6,Previous close,"July 2, 2019",1586700754491.0,0,,0.0,,,,70.2,EIN3-GY,105.0,53.0,0.20885
108,1054.0,previousclose,0.0,0.0,,,Bayerische Motoren Werke AG,,,,,,,,,,,,,,,,,73.8,Previous close,"July 2, 2019",1564893512210.0,0,,48956134660.0,,,7.98,74.8,BAMXF,104.2,70.0,-0.0987
109,0.0,previousclose,0.0,0.0,,,PDG Realty SA Empreendimentos e Participações,,,,,,,,,,,,,,,,,3.13,Previous close,"July 2, 2019",1593702312248.0,0,,,,,-0.01,3.12,PDGRY,41.8,3.09,-0.362363
110,,previousclose,,,,,General Motors Co.,,,,,,,,,,,,,,,,,,N/A,N/A,,0,,,,,,,GM-MM,0.0,0.0,0.0
111,0.0,previousclose,,,,,Suvanza,,,,,,,,,,,,,,,,,,N/A,N/A,,0,,,,,,,SUVZ,0.0,0.0,-1.0
112,3210.0,close,2.01,0.0027,755.06,1621553006040.0,IFB Industries Ltd.,,,,,,,,,,,,,,,,,779.62,Close,"July 3, 2019",1636176588549.0,0,,0.0,,,,769.2,505726-IB,1295.0,718.0,-0.11698857751644709
113,1.0,close,0.0,0.0,9.21,1629125176552.0,Rajeswari Infrastructure Ltd.,,,,,,,,,,,,,,,,,9.08,Close,"July 3, 2019",1571085103657.0,0,,0.0,,,,9.23,526823-IB,9.73,6.0,0.421988
114,0.0,close,0.0,0.0,1.1,1582892086183.0,Rajendra Caterers & Confectioners Ltd.,,,,,,,,,,,,,,,,,1.1,Close,"July 3, 2019",1631073872618.0,0,,0.0,,,,1.1,526833-IB,0.0,0.0,0.0
115,1977.0,close,-45.0,-0.0109,4423.0,1603179425357.0,"Daelim Trading Co., Ltd.",,,,,,,,,,,,,,,,,4434.0,Close,"July 3, 2019",1612491637402.0,0,,0.0,,,,4540.0,006570-KP,4903.0,3505.0,0.08313543221891632
